episode 1 of 100000 complete,  explore val = 0.01, episode reward = 134.0, ave reward = 134.0, sim time = 0.565, fit time = 0.742, episode_time = 1.307
episode 11247 of 100000 complete,  explore val = 0.01, episode reward = 325.8, ave reward = 423.7, sim time = 0.368, fit time = 0.0, episode_time = 0.367
episode 11248 of 100000 complete,  explore val = 0.01, episode reward = 474.2, ave reward = 423.9, sim time = 0.362, fit time = 0.0, episode_time = 0.362
episode 11249 of 100000 complete,  explore val = 0.01, episode reward = -210.0, ave reward = 425.8, sim time = 0.241, fit time = 0.0, episode_time = 0.241
episode 11250 of 100000 complete,  explore val = 0.01, episode reward = 292.2, ave reward = 422.2, sim time = 0.331, fit time = 0.0, episode_time = 0.332
episode 11251 of 100000 complete,  explore val = 0.01, episode reward = 287.6, ave reward = 422.7, sim time = 0.429, fit time = 9.63, episode_time = 10.059
episode 11252 of 100000 complete,  explore val = 0.01, episode reward = 499.2, ave reward = 422.8, sim time = 0.46, fit time = 0.0, episode_time = 0.46
episode 11253 of 100000 complete,  explore val = 0.01, episode reward = 713.6, ave reward = 427.5, sim time = 0.409, fit time = 0.0, episode_time = 0.409
episode 11254 of 100000 complete,  explore val = 0.01, episode reward = 133.4, ave reward = 428.8, sim time = 0.263, fit time = 0.0, episode_time = 0.264
episode 11255 of 100000 complete,  explore val = 0.01, episode reward = 852.0, ave reward = 429.7, sim time = 0.51, fit time = 0.0, episode_time = 0.51
episode 11256 of 100000 complete,  explore val = 0.01, episode reward = 416.7, ave reward = 434.7, sim time = 0.371, fit time = 0.0, episode_time = 0.371
episode 11257 of 100000 complete,  explore val = 0.01, episode reward = 169.0, ave reward = 435.7, sim time = 0.303, fit time = 0.0, episode_time = 0.304
episode 11258 of 100000 complete,  explore val = 0.01, episode reward = 157.3, ave reward = 432.7, sim time = 0.421, fit time = 0.0, episode_time = 0.421
episode 11259 of 100000 complete,  explore val = 0.01, episode reward = 697.7, ave reward = 426.6, sim time = 0.433, fit time = 0.0, episode_time = 0.433
episode 11260 of 100000 complete,  explore val = 0.01, episode reward = 310.7, ave reward = 434.7, sim time = 0.43, fit time = 0.0, episode_time = 0.43
episode 11261 of 100000 complete,  explore val = 0.01, episode reward = 500.0, ave reward = 435.8, sim time = 0.439, fit time = 9.932, episode_time = 10.372
episode 11262 of 100000 complete,  explore val = 0.01, episode reward = 377.9, ave reward = 435.5, sim time = 0.375, fit time = 0.0, episode_time = 0.375
episode 11263 of 100000 complete,  explore val = 0.01, episode reward = 1031.0, ave reward = 434.8, sim time = 0.515, fit time = 0.0, episode_time = 0.516
episode 11264 of 100000 complete,  explore val = 0.01, episode reward = 1094.0, ave reward = 441.6, sim time = 0.513, fit time = 0.0, episode_time = 0.514
episode 11265 of 100000 complete,  explore val = 0.01, episode reward = 924.1, ave reward = 449.0, sim time = 0.476, fit time = 0.0, episode_time = 0.477
episode 11266 of 100000 complete,  explore val = 0.01, episode reward = -51.5, ave reward = 457.1, sim time = 0.338, fit time = 0.0, episode_time = 0.338
episode 11267 of 100000 complete,  explore val = 0.01, episode reward = 471.1, ave reward = 454.0, sim time = 0.411, fit time = 0.0, episode_time = 0.411
episode 11268 of 100000 complete,  explore val = 0.01, episode reward = 370.2, ave reward = 452.3, sim time = 0.287, fit time = 0.0, episode_time = 0.287
episode 11269 of 100000 complete,  explore val = 0.01, episode reward = 121.7, ave reward = 454.0, sim time = 0.247, fit time = 0.0, episode_time = 0.247
episode 11270 of 100000 complete,  explore val = 0.01, episode reward = 194.9, ave reward = 454.2, sim time = 0.32, fit time = 0.0, episode_time = 0.32
episode 11271 of 100000 complete,  explore val = 0.01, episode reward = 37.1, ave reward = 457.9, sim time = 0.354, fit time = 10.133, episode_time = 10.487
episode 11272 of 100000 complete,  explore val = 0.01, episode reward = 350.7, ave reward = 456.5, sim time = 0.34, fit time = 0.0, episode_time = 0.34
episode 11273 of 100000 complete,  explore val = 0.01, episode reward = 78.0, ave reward = 447.5, sim time = 0.3, fit time = 0.0, episode_time = 0.3
episode 11274 of 100000 complete,  explore val = 0.01, episode reward = 155.6, ave reward = 437.3, sim time = 0.258, fit time = 0.0, episode_time = 0.258
episode 11275 of 100000 complete,  explore val = 0.01, episode reward = 352.0, ave reward = 434.3, sim time = 0.385, fit time = 0.0, episode_time = 0.386
episode 11276 of 100000 complete,  explore val = 0.01, episode reward = 255.4, ave reward = 433.3, sim time = 0.35, fit time = 0.0, episode_time = 0.35
episode 11277 of 100000 complete,  explore val = 0.01, episode reward = 325.2, ave reward = 428.3, sim time = 0.453, fit time = 0.0, episode_time = 0.453
episode 11278 of 100000 complete,  explore val = 0.01, episode reward = 193.8, ave reward = 412.3, sim time = 0.398, fit time = 0.0, episode_time = 0.398
episode 11279 of 100000 complete,  explore val = 0.01, episode reward = 1092.0, ave reward = 411.6, sim time = 0.504, fit time = 0.0, episode_time = 0.504
episode 11280 of 100000 complete,  explore val = 0.01, episode reward = 1189.2, ave reward = 416.6, sim time = 0.525, fit time = 0.0, episode_time = 0.525
episode 11281 of 100000 complete,  explore val = 0.01, episode reward = -19.0, ave reward = 425.9, sim time = 0.277, fit time = 9.252, episode_time = 9.531
episode 11282 of 100000 complete,  explore val = 0.01, episode reward = 413.7, ave reward = 422.1, sim time = 0.343, fit time = 0.0, episode_time = 0.343
episode 11283 of 100000 complete,  explore val = 0.01, episode reward = 134.7, ave reward = 425.0, sim time = 0.27, fit time = 0.0, episode_time = 0.27
episode 11284 of 100000 complete,  explore val = 0.01, episode reward = 413.3, ave reward = 421.8, sim time = 0.392, fit time = 0.0, episode_time = 0.392
episode 11285 of 100000 complete,  explore val = 0.01, episode reward = 1362.3, ave reward = 423.0, sim time = 0.546, fit time = 0.0, episode_time = 0.546
episode 11286 of 100000 complete,  explore val = 0.01, episode reward = 475.6, ave reward = 430.5, sim time = 0.385, fit time = 0.0, episode_time = 0.385
episode 11287 of 100000 complete,  explore val = 0.01, episode reward = 681.9, ave reward = 435.1, sim time = 0.371, fit time = 0.0, episode_time = 0.372
episode 11288 of 100000 complete,  explore val = 0.01, episode reward = 725.6, ave reward = 437.3, sim time = 0.438, fit time = 0.0, episode_time = 0.438
episode 11289 of 100000 complete,  explore val = 0.01, episode reward = 948.8, ave reward = 440.7, sim time = 0.462, fit time = 0.0, episode_time = 0.462
episode 11290 of 100000 complete,  explore val = 0.01, episode reward = 276.2, ave reward = 438.9, sim time = 0.318, fit time = 0.0, episode_time = 0.318
episode 11291 of 100000 complete,  explore val = 0.01, episode reward = 482.1, ave reward = 435.3, sim time = 0.455, fit time = 10.475, episode_time = 10.93
episode 11292 of 100000 complete,  explore val = 0.01, episode reward = 339.7, ave reward = 428.4, sim time = 0.405, fit time = 0.0, episode_time = 0.405
episode 11293 of 100000 complete,  explore val = 0.01, episode reward = 515.4, ave reward = 431.4, sim time = 0.368, fit time = 0.0, episode_time = 0.368
episode 11294 of 100000 complete,  explore val = 0.01, episode reward = 1348.9, ave reward = 433.5, sim time = 0.554, fit time = 0.0, episode_time = 0.554
episode 11295 of 100000 complete,  explore val = 0.01, episode reward = 351.8, ave reward = 440.6, sim time = 0.319, fit time = 0.0, episode_time = 0.319
episode 11296 of 100000 complete,  explore val = 0.01, episode reward = 129.4, ave reward = 446.4, sim time = 0.264, fit time = 0.0, episode_time = 0.264
episode 11297 of 100000 complete,  explore val = 0.01, episode reward = 385.8, ave reward = 440.0, sim time = 0.321, fit time = 0.0, episode_time = 0.321
episode 11298 of 100000 complete,  explore val = 0.01, episode reward = 786.5, ave reward = 434.5, sim time = 0.476, fit time = 0.0, episode_time = 0.476
episode 11299 of 100000 complete,  explore val = 0.01, episode reward = 330.2, ave reward = 437.5, sim time = 0.319, fit time = 0.0, episode_time = 0.319
episode 11300 of 100000 complete,  explore val = 0.01, episode reward = 707.8, ave reward = 435.5, sim time = 0.412, fit time = 0.0, episode_time = 0.412
episode 11301 of 100000 complete,  explore val = 0.01, episode reward = 526.1, ave reward = 439.9, sim time = 0.405, fit time = 10.088, episode_time = 10.493
episode 11302 of 100000 complete,  explore val = 0.01, episode reward = 273.8, ave reward = 443.7, sim time = 0.334, fit time = 0.0, episode_time = 0.334
episode 11303 of 100000 complete,  explore val = 0.01, episode reward = 2024.9, ave reward = 441.3, sim time = 0.698, fit time = 0.0, episode_time = 0.698
episode 11304 of 100000 complete,  explore val = 0.01, episode reward = 219.6, ave reward = 441.7, sim time = 0.45, fit time = 0.0, episode_time = 0.45
episode 11305 of 100000 complete,  explore val = 0.01, episode reward = -86.1, ave reward = 441.3, sim time = 0.313, fit time = 0.0, episode_time = 0.313
episode 11306 of 100000 complete,  explore val = 0.01, episode reward = 530.6, ave reward = 437.6, sim time = 0.425, fit time = 0.0, episode_time = 0.425
episode 11307 of 100000 complete,  explore val = 0.01, episode reward = 195.4, ave reward = 441.9, sim time = 0.295, fit time = 0.0, episode_time = 0.295
episode 11308 of 100000 complete,  explore val = 0.01, episode reward = 1663.5, ave reward = 446.0, sim time = 0.567, fit time = 0.0, episode_time = 0.567
episode 11309 of 100000 complete,  explore val = 0.01, episode reward = -9.7, ave reward = 461.1, sim time = 0.26, fit time = 0.0, episode_time = 0.26
episode 11310 of 100000 complete,  explore val = 0.01, episode reward = 115.8, ave reward = 459.3, sim time = 0.381, fit time = 0.0, episode_time = 0.381
episode 11311 of 100000 complete,  explore val = 0.01, episode reward = 1573.7, ave reward = 455.7, sim time = 0.552, fit time = 10.489, episode_time = 11.04
episode 11312 of 100000 complete,  explore val = 0.01, episode reward = -271.9, ave reward = 469.2, sim time = 0.279, fit time = 0.0, episode_time = 0.279
episode 11313 of 100000 complete,  explore val = 0.01, episode reward = 578.3, ave reward = 463.8, sim time = 0.341, fit time = 0.0, episode_time = 0.341
episode 11314 of 100000 complete,  explore val = 0.01, episode reward = 1664.8, ave reward = 460.8, sim time = 0.586, fit time = 0.0, episode_time = 0.586
episode 11315 of 100000 complete,  explore val = 0.01, episode reward = 2000.3, ave reward = 475.3, sim time = 0.6, fit time = 0.0, episode_time = 0.6
episode 11316 of 100000 complete,  explore val = 0.01, episode reward = 379.3, ave reward = 488.8, sim time = 0.329, fit time = 0.0, episode_time = 0.329
episode 11317 of 100000 complete,  explore val = 0.01, episode reward = 165.2, ave reward = 487.9, sim time = 0.329, fit time = 0.0, episode_time = 0.329
episode 11318 of 100000 complete,  explore val = 0.01, episode reward = 181.4, ave reward = 488.5, sim time = 0.269, fit time = 0.0, episode_time = 0.269
episode 11319 of 100000 complete,  explore val = 0.01, episode reward = 1381.8, ave reward = 489.7, sim time = 0.531, fit time = 0.0, episode_time = 0.531
episode 11320 of 100000 complete,  explore val = 0.01, episode reward = 319.2, ave reward = 494.7, sim time = 0.302, fit time = 0.0, episode_time = 0.302
episode 11321 of 100000 complete,  explore val = 0.01, episode reward = 680.9, ave reward = 495.8, sim time = 0.389, fit time = 10.278, episode_time = 10.666
episode 11322 of 100000 complete,  explore val = 0.01, episode reward = 216.2, ave reward = 501.1, sim time = 0.355, fit time = 0.0, episode_time = 0.355
episode 11323 of 100000 complete,  explore val = 0.01, episode reward = 776.6, ave reward = 498.5, sim time = 0.476, fit time = 0.0, episode_time = 0.476
episode 11324 of 100000 complete,  explore val = 0.01, episode reward = 61.4, ave reward = 506.6, sim time = 0.271, fit time = 0.0, episode_time = 0.271
episode 11325 of 100000 complete,  explore val = 0.01, episode reward = 68.1, ave reward = 503.0, sim time = 0.298, fit time = 0.0, episode_time = 0.298
episode 11326 of 100000 complete,  explore val = 0.01, episode reward = 110.5, ave reward = 500.1, sim time = 0.375, fit time = 0.0, episode_time = 0.375
episode 11327 of 100000 complete,  explore val = 0.01, episode reward = 567.8, ave reward = 491.8, sim time = 0.399, fit time = 0.0, episode_time = 0.4
episode 11328 of 100000 complete,  explore val = 0.01, episode reward = 545.1, ave reward = 495.8, sim time = 0.389, fit time = 0.0, episode_time = 0.389
episode 11329 of 100000 complete,  explore val = 0.01, episode reward = 410.9, ave reward = 489.4, sim time = 0.349, fit time = 0.0, episode_time = 0.349
episode 11330 of 100000 complete,  explore val = 0.01, episode reward = 377.4, ave reward = 492.3, sim time = 0.362, fit time = 0.0, episode_time = 0.362
episode 11331 of 100000 complete,  explore val = 0.01, episode reward = 458.6, ave reward = 493.5, sim time = 0.445, fit time = 9.403, episode_time = 9.848
episode 11332 of 100000 complete,  explore val = 0.01, episode reward = 1117.0, ave reward = 490.8, sim time = 0.533, fit time = 0.0, episode_time = 0.533
episode 11333 of 100000 complete,  explore val = 0.01, episode reward = 221.4, ave reward = 497.7, sim time = 0.333, fit time = 0.0, episode_time = 0.333
episode 11334 of 100000 complete,  explore val = 0.01, episode reward = 1207.8, ave reward = 495.4, sim time = 0.506, fit time = 0.0, episode_time = 0.506
episode 11335 of 100000 complete,  explore val = 0.01, episode reward = 295.5, ave reward = 503.8, sim time = 0.313, fit time = 0.0, episode_time = 0.313
episode 11336 of 100000 complete,  explore val = 0.01, episode reward = 287.6, ave reward = 506.5, sim time = 0.34, fit time = 0.0, episode_time = 0.34
episode 11337 of 100000 complete,  explore val = 0.01, episode reward = 462.2, ave reward = 506.3, sim time = 0.452, fit time = 0.0, episode_time = 0.452
episode 11338 of 100000 complete,  explore val = 0.01, episode reward = 844.2, ave reward = 507.8, sim time = 0.425, fit time = 0.0, episode_time = 0.425
episode 11339 of 100000 complete,  explore val = 0.01, episode reward = 154.9, ave reward = 512.4, sim time = 0.326, fit time = 0.0, episode_time = 0.326
episode 11340 of 100000 complete,  explore val = 0.01, episode reward = 4.5, ave reward = 505.3, sim time = 0.376, fit time = 0.0, episode_time = 0.376
episode 11341 of 100000 complete,  explore val = 0.01, episode reward = 1174.8, ave reward = 495.6, sim time = 0.561, fit time = 10.463, episode_time = 11.025
episode 11342 of 100000 complete,  explore val = 0.01, episode reward = 151.2, ave reward = 506.3, sim time = 0.311, fit time = 0.0, episode_time = 0.311
episode 11343 of 100000 complete,  explore val = 0.01, episode reward = 100.9, ave reward = 494.7, sim time = 0.321, fit time = 0.0, episode_time = 0.321
episode 11344 of 100000 complete,  explore val = 0.01, episode reward = 277.3, ave reward = 496.1, sim time = 0.308, fit time = 0.0, episode_time = 0.308
episode 11345 of 100000 complete,  explore val = 0.01, episode reward = 224.9, ave reward = 496.0, sim time = 0.319, fit time = 0.0, episode_time = 0.319
